id,image_path,selected_model,other_model,timestamp
466,4788oo.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 15:07:47.468678
467,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 15:07:49.904288
468,3191i.jpg,nvidia/NVLM-D-72B,claude-3-5-sonnet-20241022,2024-11-05 15:07:55.133566
469,4786a.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-05 15:08:00.920075
470,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 15:08:12.399737
471,4785a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 15:08:14.721719
472,4786a.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 15:09:36.309953
473,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,gemini-1.5-pro,2024-11-05 15:09:51.132731
474,948d.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 15:10:05.804116
475,3189j.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-05 15:10:11.900604
476,2077q.jpg,gemini-1.5-pro,allenai/Molmo-72B-0924,2024-11-05 15:10:23.202555
477,2078i.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 15:10:30.132912
478,904x.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-05 15:10:34.198844
479,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-05 15:10:49.565944
480,5521n.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 15:11:21.332965
481,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-05 15:11:24.455142
482,4912gg.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-05 15:11:37.342573
483,3193c.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 15:11:41.684029
484,3192h.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-05 15:13:47.392733
485,286t.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-05 15:13:50.771649
486,4912gg.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-05 15:13:55.232082
487,4785a.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 15:14:06.285582
488,3193c.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 15:14:15.694579
489,4782c.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-05 15:14:50.577978
490,4781r.jpg,llama-v3p2-90b-vision-instruct,claude-3-5-sonnet-20241022,2024-11-05 15:14:58.23896
491,2078i.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-05 15:15:12.091636
492,948d.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 15:15:24.892553
493,904x.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 15:15:36.305996
494,948d.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-05 15:16:04.431833
495,4785a.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-05 15:16:11.009728
496,4786a.jpg,OpenGVLab/InternVL2-Llama3-76B,nvidia/NVLM-D-72B,2024-11-05 15:16:15.606368
497,4912gg.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 15:16:19.842254
498,4785a.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 15:16:25.415396
499,2073cc.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 15:16:49.183057
500,2077q.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-05 15:16:58.156673
501,904x.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-05 15:17:03.058699
502,2078i.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-05 15:17:06.691321
503,4783v.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 15:17:29.045635
504,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-05 15:17:34.048307
505,2086d.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-05 15:17:38.992426
506,4792b.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 15:17:44.94618
507,3192h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,claude-3-5-sonnet-20241022,2024-11-05 16:08:57.067477
508,304h.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:09:06.905095
509,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gpt-4o-2024-08-06,2024-11-05 16:09:14.488419
510,5301p.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:10:07.814069
511,3191i.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:10:31.26342
512,3193c.jpg,Qwen/Qwen2-VL-72B-Instruct,gpt-4o-2024-08-06,2024-11-05 16:10:47.944907
513,4782c.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-05 16:11:10.838833
514,4786a.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 16:11:21.406347
515,4781r.jpg,rhymes-ai/Aria,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 16:11:39.504407
516,287g.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 16:11:49.303691
517,304h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-05 16:13:19.167349
518,17l.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-05 16:13:54.678149
519,287g.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:15:09.293302
520,4911d.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-05 16:15:19.297947
521,948d.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:15:42.56728
522,5301p.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-05 16:15:48.794173
523,2086d.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 16:15:57.494847
524,5521n.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-05 16:16:32.155595
525,5521n.jpg,nvidia/NVLM-D-72B,claude-3-5-sonnet-20241022,2024-11-05 16:16:36.767974
526,304h.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-05 16:16:42.382577
527,287g.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 16:16:55.364967
528,4782c.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-05 16:24:04.296971
529,4783v.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:24:11.372743
530,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-05 16:24:21.072312
531,4912gg.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-05 16:24:26.742195
532,287g.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-05 16:24:57.87242
533,2086d.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 16:25:04.008172
534,3189j.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 16:59:32.121665
535,4788oo.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-05 17:03:41.890781
536,4788oo.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-05 17:04:29.108131
537,5301p.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 17:04:37.599708
538,1007p.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 17:05:53.99388
539,4785a.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-05 17:07:49.500209
540,4786a.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-05 17:08:22.152348
541,904x.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-05 17:08:56.646867
542,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-05 17:09:04.526921
543,4783v.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-05 17:09:08.656811
544,3192h.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 17:09:33.247877
545,4785a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 17:09:57.938783
546,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-05 17:11:28.339084
547,1007p.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 19:06:33.84155
548,2077q.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-05 19:06:48.051642
549,17l.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 19:06:54.45016
550,904x.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 19:06:58.619049
551,4785a.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-05 19:07:00.248249
552,4788oo.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-05 19:07:01.772095
553,2078i.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-05 19:08:43.548364
554,2078i.jpg,rhymes-ai/Aria,gemini-1.5-pro,2024-11-05 19:08:50.022438
555,4783v.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-05 19:09:20.538624
556,5301p.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-05 19:09:24.912097
557,4912gg.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-05 19:09:32.805108
558,904x.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-06 01:47:32.675628
559,3192h.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-06 01:47:50.492574
560,5301p.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 01:48:29.853146
561,4785a.jpg,allenai/Molmo-72B-0924,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 01:53:03.431901
562,17l.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 01:57:44.658217
563,2077q.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-06 01:57:55.055882
564,4788oo.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-06 02:05:35.074046
565,4912gg.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-06 02:05:44.552907
566,2085b.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 02:05:53.46915
567,4786a.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-06 02:06:20.065052
568,3191i.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 02:06:34.842008
569,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-06 02:26:02.751205
570,4788oo.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 02:26:47.024201
571,2085b.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-06 02:40:02.991987
572,5521n.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 02:40:14.044693
573,304h.jpg,allenai/Molmo-72B-0924,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 02:41:07.980165
574,5207j.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 02:53:23.797063
575,4781r.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-06 02:53:37.106566
576,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-06 02:55:38.987242
577,4785a.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 02:55:52.65639
578,3192h.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-06 02:59:05.49049
579,4783v.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 03:03:41.702059
580,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 03:04:08.290252
581,4912gg.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-06 03:04:43.220223
582,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-06 03:05:04.517994
583,5521n.jpg,gemini-1.5-pro,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 03:05:09.621002
584,904x.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-06 03:05:24.360435
585,3189j.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-06 03:07:42.759593
586,284v.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-06 03:15:34.230802
587,2086d.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-06 03:15:42.794631
588,2085b.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-06 03:16:23.063793
589,3189j.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-06 03:16:40.978571
590,3192h.jpg,OpenGVLab/InternVL2-Llama3-76B,nvidia/NVLM-D-72B,2024-11-06 03:17:59.473661
591,304h.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-06 03:25:56.642158
592,2077q.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 03:26:38.319875
593,4793a.jpg,allenai/Molmo-72B-0924,nvidia/NVLM-D-72B,2024-11-06 03:26:44.321398
594,2086d.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-06 03:29:26.925917
595,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 03:31:28.695849
596,4786a.jpg,llama-v3p2-90b-vision-instruct,allenai/Molmo-72B-0924,2024-11-06 03:32:08.53453
597,3193c.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 03:43:56.029557
598,2085b.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 03:44:09.004899
599,5207j.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-06 03:44:30.81222
600,4911d.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 03:55:12.330079
601,3193c.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-06 03:56:40.847602
602,17l.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-06 03:56:57.134421
603,3191i.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 04:06:31.649983
604,4786a.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-06 04:06:45.131882
605,4788oo.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-06 04:07:39.160312
606,2078i.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 04:07:51.158225
607,304h.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-06 04:08:08.571402
608,4786a.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-06 04:10:39.804639
609,3193c.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-06 04:11:14.597636
610,4793a.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 04:11:49.853709
611,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 04:27:25.403759
612,5301p.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-06 04:27:39.680337
613,2085b.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 04:27:54.523198
614,3191i.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 04:28:03.498543
615,3192h.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 04:28:14.905219
616,286t.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-06 04:28:21.708374
617,4788oo.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 04:28:42.629342
618,287g.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-06 04:28:55.270759
619,5521n.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 04:44:32.107327
620,4793a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-06 04:44:41.996385
621,3191i.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-06 04:45:13.588698
622,4781r.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-06 05:01:11.020153
623,3192h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-06 05:01:21.187498
624,4912gg.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 05:04:40.939034
625,3192h.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 05:05:11.447232
626,3192h.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-06 05:05:25.062486
627,2078i.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 05:05:35.465144
628,4912gg.jpg,gemini-1.5-pro,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 05:06:19.958971
629,4782c.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 05:06:30.712471
630,1007p.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 05:06:45.112076
631,2073cc.jpg,gemini-1.5-pro,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 05:07:19.03874
632,287g.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-06 05:07:46.423857
633,4785a.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 05:30:12.594324
634,5207j.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-06 05:30:30.938628
635,4783v.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 06:04:18.531745
636,286t.jpg,allenai/Molmo-72B-0924,gemini-1.5-pro,2024-11-06 06:04:59.972468
637,4793a.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 06:05:15.365311
638,2086d.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-06 06:05:27.804759
639,3191i.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 06:05:46.477708
640,4786a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 06:06:08.293322
641,5207j.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-06 06:06:22.288626
642,286t.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 06:06:43.103078
643,1007p.jpg,allenai/Molmo-72B-0924,gpt-4o-2024-08-06,2024-11-06 06:07:29.221473
644,904x.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-06 06:07:43.328431
645,2085b.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-06 06:07:49.386736
646,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-06 06:07:57.72352
647,3191i.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 17:30:26.277239
648,4786a.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-06 17:30:43.420884
649,3192h.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 17:31:05.627594
650,4788oo.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 17:36:22.962336
651,4781r.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-06 17:37:04.646275
652,17l.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-06 17:37:15.123646
653,1007p.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-06 17:37:35.030933
654,287g.jpg,gemini-1.5-pro,claude-3-5-sonnet-20241022,2024-11-06 17:58:46.462563
655,2078i.jpg,nvidia/NVLM-D-72B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 17:58:56.553347
656,4782c.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 17:59:10.98174
657,4793a.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 17:59:34.716113
658,4788oo.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 18:06:54.808079
659,5521n.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 18:07:08.528226
660,3193c.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 18:15:16.176428
661,4911d.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-06 18:27:16.785326
662,4788oo.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 18:32:42.612951
663,3191i.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 18:32:52.092136
664,4912gg.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-06 18:44:15.797523
665,284v.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-06 18:47:22.840108
666,2085b.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-06 18:47:32.097469
667,2085b.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 18:47:41.219905
668,4783v.jpg,claude-3-5-sonnet-20241022,rhymes-ai/Aria,2024-11-06 18:52:46.625896
669,2085b.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-06 18:52:54.169395
670,904x.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-06 18:55:02.649112
671,4792b.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 18:55:14.816527
672,3191i.jpg,claude-3-5-sonnet-20241022,gpt-4o-2024-08-06,2024-11-06 18:55:48.885074
673,5521n.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 18:56:05.387412
674,4783v.jpg,OpenGVLab/InternVL2-Llama3-76B,gemini-1.5-pro,2024-11-06 19:03:33.067526
675,1007p.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-06 19:03:52.720271
676,4788oo.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:04:13.101868
677,4782c.jpg,llama-v3p2-90b-vision-instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 19:16:02.853658
678,286t.jpg,nvidia/NVLM-D-72B,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 19:17:02.084366
679,4782c.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-06 19:17:18.558248
680,5207j.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:17:40.847866
681,4788oo.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-06 19:17:58.152273
682,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 19:26:02.346318
683,1007p.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,allenai/Molmo-72B-0924,2024-11-06 19:26:44.56977
684,5301p.jpg,allenai/Molmo-72B-0924,gpt-4o-2024-08-06,2024-11-06 19:28:15.748961
685,2086d.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-06 19:31:28.61778
686,904x.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-06 19:38:50.504361
687,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-06 19:39:43.089834
688,284v.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:39:52.915499
689,2086d.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 19:39:59.847627
690,1007p.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-06 19:40:09.055395
691,2086d.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-06 19:40:13.101156
692,2086d.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-06 19:40:19.782486
693,2085b.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-06 19:40:29.636628
694,4792b.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 19:40:34.493617
695,3192h.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-06 19:40:37.826485
